Participant,Question,Scores
55,EXP1A_4_TEXT,NA
55,EXP2,No
55,EXP3,Yes
55,OIRA1A,4
55,OIRA1B,The user did not understand the device
55,OIRA1B_4_TEXT,
55,OIRA2A,4
55,OIRA2B,The user was confused by the device's response
55,OIRA2B_4_TEXT,
55,OIRA3A,4
55,OIRA3B,Other (if other, please describe):
55,OIRA3B_4_TEXT,Possibly the lack of specificity regarding the playlist it was going to play?
55,OIRA4A,4
55,OIRA4B,The user was confused by the device's response
55,OIRA4B_4_TEXT,
55,OIRA5A,4
55,OIRA5B,The user did not understand the device
55,OIRA5B_4_TEXT,
55,OIRB1A,4
55,OIRB1B,The user was not able to hear the device
55,OIRB1B_4_TEXT,
55,OIRB2A,4
55,OIRB2B,The user was confused by the device's response
55,OIRB2B_4_TEXT,
55,OIRB3A,4
55,OIRB3B,Other (if other, please describe):
55,OIRB3B_4_TEXT,Again possibly confusion that the playlist wasn’t named by the device
55,OIRB4A,3
55,OIRB4B,The user was confused by the device's response
55,OIRB4B_4_TEXT,
55,OIRB5A,4
55,OIRB5B,The user was confused by the device's response
55,OIRB5B_4_TEXT,
55,RFCA1A,3
55,RFCA2A,4
55,RFCA3A,5
55,RFCA4A,5
55,RFCA5A,5
55,RFCB1A,2
55,RFCB2A,4
55,RFCB3A,4
55,RFCB4A,4
55,RFCB5A,4
55,RFCC1A,2
55,RFCC2A,3
55,RFCC3A,4
55,RFCC4A,3
55,RFCC5A,2
55,RFCD1A,2
55,RFCD2A,2
55,RFCD3A,2
55,RFCD4A,2
55,RFCD5A,2
55,FEEDBK,No errors or anything 
56,DEM1,Yes
56,DEM2,35-44 years old
56,ATTN,Yes
56,EXP1,Yes
56,EXP1A,Tablet
56,EXP1A_4_TEXT,NA
56,EXP2,No
56,EXP3,No
56,OIRA1A,2
56,OIRA1B,The user was confused by the device's response
56,OIRA1B_4_TEXT,
56,OIRA2A,4
56,OIRA2B,The user did not understand the device
56,OIRA2B_4_TEXT,
56,OIRA3A,4
56,OIRA3B,The user was confused by the device's response
56,OIRA3B_4_TEXT,
56,OIRA4A,4
56,OIRA4B,The user was confused by the device's response
56,OIRA4B_4_TEXT,
56,OIRA5A,5
56,OIRA5B,The user was not able to hear the device
56,OIRA5B_4_TEXT,
56,OIRB1A,5
56,OIRB1B,The user was not able to hear the device
56,OIRB1B_4_TEXT,
56,OIRB2A,4
56,OIRB2B,The user was not able to hear the device
56,OIRB2B_4_TEXT,
56,OIRB3A,4
56,OIRB3B,The user was confused by the device's response
56,OIRB3B_4_TEXT,
56,OIRB4A,4
56,OIRB4B,The user was not able to hear the device
56,OIRB4B_4_TEXT,
56,OIRB5A,4
56,OIRB5B,The user was not able to hear the device
56,OIRB5B_4_TEXT,
56,RFCA1A,2
56,RFCA2A,4
56,RFCA3A,5
56,RFCA4A,5
56,RFCA5A,5
56,RFCB1A,1
56,RFCB2A,2
56,RFCB3A,2
56,RFCB4A,1
56,RFCB5A,2
56,RFCC1A,3
56,RFCC2A,4
56,RFCC3A,4
56,RFCC4A,3
56,RFCC5A,4
56,RFCD1A,2
56,RFCD2A,3
56,RFCD3A,2
56,RFCD4A,3
56,RFCD5A,5
56,FEEDBK,
57,DEM1,Yes
57,DEM2,35-44 years old
57,ATTN,Yes
57,EXP1,Yes
57,EXP1A,Mobile phone
57,EXP1A_4_TEXT,NA
57,EXP2,No
57,EXP3,No
57,OIRA1A,4
57,OIRA1B,The user was confused by the device's response
57,OIRA1B_4_TEXT,
57,OIRA2A,4
57,OIRA2B,The user was confused by the device's response
57,OIRA2B_4_TEXT,
57,OIRA3A,4
57,OIRA3B,The user was confused by the device's response
57,OIRA3B_4_TEXT,
57,OIRA4A,4
57,OIRA4B,The user was confused by the device's response
57,OIRA4B_4_TEXT,
57,OIRA5A,4
57,OIRA5B,The user was confused by the device's response
57,OIRA5B_4_TEXT,
57,OIRB1A,4
57,OIRB1B,The user was not able to hear the device
57,OIRB1B_4_TEXT,
57,OIRB2A,4
57,OIRB2B,The user was confused by the device's response
57,OIRB2B_4_TEXT,
57,OIRB3A,4
57,OIRB3B,The user was not able to hear the device
57,OIRB3B_4_TEXT,
57,OIRB4A,4
57,OIRB4B,The user was confused by the device's response
57,OIRB4B_4_TEXT,
57,OIRB5A,3
57,OIRB5B,The user was confused by the device's response
57,OIRB5B_4_TEXT,
57,RFCA1A,4
57,RFCA2A,4
57,RFCA3A,4
57,RFCA4A,4
57,RFCA5A,4
57,RFCB1A,4
57,RFCB2A,4
57,RFCB3A,4
57,RFCB4A,4
57,RFCB5A,4
57,RFCC1A,2
57,RFCC2A,3
57,RFCC3A,4
57,RFCC4A,2
57,RFCC5A,2
57,RFCD1A,4
57,RFCD2A,4
57,RFCD3A,4
57,RFCD4A,2
57,RFCD5A,3
57,FEEDBK,
58,DEM1,Yes
58,DEM2,35-44 years old
58,ATTN,Yes
58,EXP1,Yes
58,EXP1A,Mobile phone
58,EXP1A_4_TEXT,NA
58,EXP2,No
58,EXP3,Yes
58,OIRA1A,5
58,OIRA1B,The user did not understand the device
58,OIRA1B_4_TEXT,
58,OIRA2A,5
58,OIRA2B,The user was confused by the device's response
58,OIRA2B_4_TEXT,
58,OIRA3A,5
58,OIRA3B,The user was confused by the device's response
58,OIRA3B_4_TEXT,
58,OIRA4A,5
58,OIRA4B,The user was confused by the device's response
58,OIRA4B_4_TEXT,
58,OIRA5A,5
58,OIRA5B,The user did not understand the device
58,OIRA5B_4_TEXT,
58,OIRB1A,5
58,OIRB1B,The user was not able to hear the device
58,OIRB1B_4_TEXT,
58,OIRB2A,4
58,OIRB2B,The user was not able to hear the device
58,OIRB2B_4_TEXT,
58,OIRB3A,5
58,OIRB3B,The user was confused by the device's response
58,OIRB3B_4_TEXT,
58,OIRB4A,5
58,OIRB4B,The user was not able to hear the device
58,OIRB4B_4_TEXT,
58,OIRB5A,5
58,OIRB5B,The user was confused by the device's response
58,OIRB5B_4_TEXT,
58,RFCA1A,5
58,RFCA2A,4
58,RFCA3A,5
58,RFCA4A,5
58,RFCA5A,5
58,RFCB1A,3
58,RFCB2A,4
58,RFCB3A,2
58,RFCB4A,2
58,RFCB5A,3
58,RFCC1A,4
58,RFCC2A,3
58,RFCC3A,4
58,RFCC4A,4
58,RFCC5A,2
58,RFCD1A,3
58,RFCD2A,4
58,RFCD3A,4
58,RFCD4A,3
58,RFCD5A,2
58,FEEDBK,
59,DEM1,Yes
59,DEM2,45-54 years old
59,ATTN,Yes
59,EXP1,Yes
59,EXP1A,Smarthub (Amazon Echo, Apple Homehub, Google Nest)
59,EXP1A_4_TEXT,NA
59,EXP2,No
59,EXP3,Yes
59,OIRA1A,4
59,OIRA1B,The user was not able to hear the device
59,OIRA1B_4_TEXT,
59,OIRA2A,4
59,OIRA2B,The user was not able to hear the device
59,OIRA2B_4_TEXT,
59,OIRA3A,4
59,OIRA3B,The user was not able to hear the device
59,OIRA3B_4_TEXT,
59,OIRA4A,4
59,OIRA4B,The user was not able to hear the device
59,OIRA4B_4_TEXT,
59,OIRA5A,4
59,OIRA5B,The user was not able to hear the device
59,OIRA5B_4_TEXT,
59,OIRB1A,2
59,OIRB1B,The user was confused by the device's response
59,OIRB1B_4_TEXT,
59,OIRB2A,2
59,OIRB2B,The user was not able to hear the device
59,OIRB2B_4_TEXT,
59,OIRB3A,4
59,OIRB3B,The user did not understand the device
59,OIRB3B_4_TEXT,
59,OIRB4A,2
59,OIRB4B,The user was not able to hear the device
59,OIRB4B_4_TEXT,
59,OIRB5A,4
59,OIRB5B,The user was confused by the device's response
59,OIRB5B_4_TEXT,
59,RFCA1A,2
59,RFCA2A,4
59,RFCA3A,4
59,RFCA4A,4
59,RFCA5A,4
59,RFCB1A,2
59,RFCB2A,2
59,RFCB3A,2
59,RFCB4A,2
59,RFCB5A,2
59,RFCC1A,2
59,RFCC2A,4
59,RFCC3A,2
59,RFCC4A,2
59,RFCC5A,2
59,RFCD1A,2
59,RFCD2A,2
59,RFCD3A,2
59,RFCD4A,2
59,RFCD5A,2
59,FEEDBK,None
60,DEM1,Yes
60,DEM2,25-34 years old
60,ATTN,Yes
60,EXP1,Yes
60,EXP1A,Mobile phone
60,EXP1A_4_TEXT,NA
60,EXP2,No
60,EXP3,Yes
60,OIRA1A,2
60,OIRA1B,The user was not able to hear the device
60,OIRA1B_4_TEXT,
60,OIRA2A,4
60,OIRA2B,The user did not understand the device
60,OIRA2B_4_TEXT,
60,OIRA3A,4
60,OIRA3B,The user was not able to hear the device
60,OIRA3B_4_TEXT,
60,OIRA4A,2
60,OIRA4B,The user was not able to hear the device
60,OIRA4B_4_TEXT,
60,OIRA5A,4
60,OIRA5B,The user was confused by the device's response
60,OIRA5B_4_TEXT,
60,OIRB1A,2
60,OIRB1B,The user did not understand the device
60,OIRB1B_4_TEXT,
60,OIRB2A,2
60,OIRB2B,The user was not able to hear the device
60,OIRB2B_4_TEXT,
60,OIRB3A,2
60,OIRB3B,The user was not able to hear the device
60,OIRB3B_4_TEXT,
60,OIRB4A,3
60,OIRB4B,The user was not able to hear the device
60,OIRB4B_4_TEXT,
60,OIRB5A,4
60,OIRB5B,The user was confused by the device's response
60,OIRB5B_4_TEXT,
60,RFCA1A,1
60,RFCA2A,4
60,RFCA3A,5
60,RFCA4A,5
60,RFCA5A,5
60,RFCB1A,1
60,RFCB2A,1
60,RFCB3A,2
60,RFCB4A,2
60,RFCB5A,2
60,RFCC1A,1
60,RFCC2A,4
60,RFCC3A,5
60,RFCC4A,5
60,RFCC5A,5
60,RFCD1A,1
60,RFCD2A,2
60,RFCD3A,4
60,RFCD4A,4
60,RFCD5A,2
60,FEEDBK,
61,DEM1,Yes
61,DEM2,25-34 years old
61,ATTN,Yes
61,EXP1,Yes
61,EXP1A,Smarthub (Amazon Echo, Apple Homehub, Google Nest)
61,EXP1A_4_TEXT,NA
61,EXP2,No
61,EXP3,Yes
61,OIRA1A,4
61,OIRA1B,The user was confused by the device's response
61,OIRA1B_4_TEXT,
61,OIRA2A,4
61,OIRA2B,The user was confused by the device's response
61,OIRA2B_4_TEXT,
61,OIRA3A,5
61,OIRA3B,The user was confused by the device's response
61,OIRA3B_4_TEXT,
61,OIRA4A,3
61,OIRA4B,The user was confused by the device's response
61,OIRA4B_4_TEXT,
61,OIRA5A,3
61,OIRA5B,The user did not understand the device
61,OIRA5B_4_TEXT,
61,OIRB1A,4
61,OIRB1B,The user did not understand the device
61,OIRB1B_4_TEXT,
61,OIRB2A,3
61,OIRB2B,The user was not able to hear the device
61,OIRB2B_4_TEXT,
61,OIRB3A,2
61,OIRB3B,The user was confused by the device's response
61,OIRB3B_4_TEXT,
61,OIRB4A,4
61,OIRB4B,The user did not understand the device
61,OIRB4B_4_TEXT,
61,OIRB5A,4
61,OIRB5B,The user was not able to hear the device
61,OIRB5B_4_TEXT,
61,RFCA1A,4
61,RFCA2A,3
61,RFCA3A,4
61,RFCA4A,4
61,RFCA5A,4
61,RFCB1A,4
61,RFCB2A,2
61,RFCB3A,2
61,RFCB4A,2
61,RFCB5A,2
61,RFCC1A,3
61,RFCC2A,2
61,RFCC3A,2
61,RFCC4A,2
61,RFCC5A,2
61,RFCD1A,2
61,RFCD2A,2
61,RFCD3A,2
61,RFCD4A,2
61,RFCD5A,2
61,FEEDBK,N/a
62,DEM1,Yes
62,DEM2,35-44 years old
62,ATTN,Yes
62,EXP1,Yes
62,EXP1A,Mobile phone
62,EXP1A_4_TEXT,NA
62,EXP2,No
62,EXP3,Yes
62,OIRA1A,4
62,OIRA1B,The user did not understand the device
62,OIRA1B_4_TEXT,
62,OIRA2A,3
62,OIRA2B,The user did not understand the device
62,OIRA2B_4_TEXT,
62,OIRA3A,4
62,OIRA3B,The user did not understand the device
62,OIRA3B_4_TEXT,
62,OIRA4A,4
62,OIRA4B,The user was not able to hear the device
62,OIRA4B_4_TEXT,
62,OIRA5A,4
62,OIRA5B,The user was not able to hear the device
62,OIRA5B_4_TEXT,
62,OIRB1A,5
62,OIRB1B,The user was not able to hear the device
62,OIRB1B_4_TEXT,
62,OIRB2A,5
62,OIRB2B,The user did not understand the device
62,OIRB2B_4_TEXT,
62,OIRB3A,4
62,OIRB3B,The user was not able to hear the device
62,OIRB3B_4_TEXT,
62,OIRB4A,4
62,OIRB4B,The user was not able to hear the device
62,OIRB4B_4_TEXT,
62,OIRB5A,4
62,OIRB5B,The user was not able to hear the device
62,OIRB5B_4_TEXT,
62,RFCA1A,2
62,RFCA2A,2
62,RFCA3A,2
62,RFCA4A,2
62,RFCA5A,3
62,RFCB1A,2
62,RFCB2A,1
62,RFCB3A,1
62,RFCB4A,1
62,RFCB5A,2
62,RFCC1A,3
62,RFCC2A,2
62,RFCC3A,4
62,RFCC4A,2
62,RFCC5A,2
62,RFCD1A,3
62,RFCD2A,2
62,RFCD3A,4
62,RFCD4A,2
62,RFCD5A,2
62,FEEDBK,
63,DEM1,Yes
63,DEM2,35-44 years old
63,ATTN,Yes
63,EXP1,Yes
63,EXP1A,Smarthub (Amazon Echo, Apple Homehub, Google Nest)
63,EXP1A_4_TEXT,NA
63,EXP2,Yes
63,EXP3,No
63,OIRA1A,2
63,OIRA1B,The user was not able to hear the device
63,OIRA1B_4_TEXT,
63,OIRA2A,2
63,OIRA2B,The user was not able to hear the device
63,OIRA2B_4_TEXT,
63,OIRA3A,2
63,OIRA3B,The user was confused by the device's response
63,OIRA3B_4_TEXT,
63,OIRA4A,2
63,OIRA4B,The user was not able to hear the device
63,OIRA4B_4_TEXT,
63,OIRA5A,2
63,OIRA5B,The user was confused by the device's response
63,OIRA5B_4_TEXT,
63,OIRB1A,4
63,OIRB1B,The user was not able to hear the device
63,OIRB1B_4_TEXT,
63,OIRB2A,4
63,OIRB2B,The user did not understand the device
63,OIRB2B_4_TEXT,
63,OIRB3A,4
63,OIRB3B,The user was not able to hear the device
63,OIRB3B_4_TEXT,
63,OIRB4A,4
63,OIRB4B,The user was confused by the device's response
63,OIRB4B_4_TEXT,
63,OIRB5A,4
63,OIRB5B,The user did not understand the device
63,OIRB5B_4_TEXT,
63,RFCA1A,2
63,RFCA2A,4
63,RFCA3A,5
63,RFCA4A,4
63,RFCA5A,5
63,RFCB1A,1
63,RFCB2A,1
63,RFCB3A,2
63,RFCB4A,1
63,RFCB5A,1
63,RFCC1A,4
63,RFCC2A,3
63,RFCC3A,4
63,RFCC4A,3
63,RFCC5A,4
63,RFCD1A,2
63,RFCD2A,3
63,RFCD3A,4
63,RFCD4A,2
63,RFCD5A,2
63,FEEDBK,Interesting study
64,DEM1,Yes
64,DEM2,65+ years old
64,ATTN,Yes
64,EXP1,No
64,EXP1A,
64,EXP1A_4_TEXT,NA
64,EXP2,No
64,EXP3,No
64,OIRA1A,4
64,OIRA1B,The user was confused by the device's response
64,OIRA1B_4_TEXT,
64,OIRA2A,2
64,OIRA2B,The user was confused by the device's response
64,OIRA2B_4_TEXT,
64,OIRA3A,2
64,OIRA3B,The user was confused by the device's response
64,OIRA3B_4_TEXT,
64,OIRA4A,4
64,OIRA4B,The user was confused by the device's response
64,OIRA4B_4_TEXT,
64,OIRA5A,4
64,OIRA5B,The user was confused by the device's response
64,OIRA5B_4_TEXT,
64,OIRB1A,4
64,OIRB1B,The user was confused by the device's response
64,OIRB1B_4_TEXT,
64,OIRB2A,4
64,OIRB2B,The user was not able to hear the device
64,OIRB2B_4_TEXT,
64,OIRB3A,2
64,OIRB3B,The user was confused by the device's response
64,OIRB3B_4_TEXT,
64,OIRB4A,4
64,OIRB4B,The user was confused by the device's response
64,OIRB4B_4_TEXT,
64,OIRB5A,2
64,OIRB5B,The user was confused by the device's response
64,OIRB5B_4_TEXT,
64,RFCA1A,2
64,RFCA2A,2
64,RFCA3A,4
64,RFCA4A,5
64,RFCA5A,4
64,RFCB1A,1
64,RFCB2A,4
64,RFCB3A,4
64,RFCB4A,2
64,RFCB5A,2
64,RFCC1A,1
64,RFCC2A,1
64,RFCC3A,3
64,RFCC4A,4
64,RFCC5A,4
64,RFCD1A,1
64,RFCD2A,2
64,RFCD3A,4
64,RFCD4A,2
64,RFCD5A,2
64,FEEDBK,I would find any interaction with a device unnatural if it was not a command.
65,DEM1,Yes
65,DEM2,35-44 years old
65,ATTN,Yes
65,EXP1,Yes
65,EXP1A,Smarthub (Amazon Echo, Apple Homehub, Google Nest)
65,EXP1A_4_TEXT,NA
65,EXP2,No
65,EXP3,No
65,OIRA1A,2
65,OIRA1B,The user was confused by the device's response
65,OIRA1B_4_TEXT,
65,OIRA2A,4
65,OIRA2B,Other (if other, please describe):
65,OIRA2B_4_TEXT,User expected device to confirm name / which park to them. 
65,OIRA3A,3
65,OIRA3B,The user was confused by the device's response
65,OIRA3B_4_TEXT,
65,OIRA4A,4
65,OIRA4B,The user was confused by the device's response
65,OIRA4B_4_TEXT,
65,OIRA5A,2
65,OIRA5B,Other (if other, please describe):
65,OIRA5B_4_TEXT,Device didn't check to see what the text message should say
65,OIRB1A,2
65,OIRB1B,Other (if other, please describe):
65,OIRB1B_4_TEXT,Device didn't confirm it had done this, just that it could. 
65,OIRB2A,1
65,OIRB2B,Other (if other, please describe):
65,OIRB2B_4_TEXT,User expected device to name the park and give a summary of directions.
65,OIRB3A,3
65,OIRB3B,The user was confused by the device's response
65,OIRB3B_4_TEXT,
65,OIRB4A,2
65,OIRB4B,The user was confused by the device's response
65,OIRB4B_4_TEXT,
65,OIRB5A,2
65,OIRB5B,Other (if other, please describe):
65,OIRB5B_4_TEXT,Device didn't ask what the text message should say
65,RFCA1A,1
65,RFCA2A,3
65,RFCA3A,5
65,RFCA4A,4
65,RFCA5A,5
65,RFCB1A,1
65,RFCB2A,1
65,RFCB3A,2
65,RFCB4A,1
65,RFCB5A,1
65,RFCC1A,1
65,RFCC2A,1
65,RFCC3A,2
65,RFCC4A,1
65,RFCC5A,1
65,RFCD1A,1
65,RFCD2A,1
65,RFCD3A,1
65,RFCD4A,1
65,RFCD5A,1
65,FEEDBK,
66,DEM1,Yes
66,DEM2,25-34 years old
66,ATTN,Yes
66,EXP1,Yes
66,EXP1A,Mobile phone
66,EXP1A_4_TEXT,NA
66,EXP2,No
66,EXP3,Yes
66,OIRA1A,4
66,OIRA1B,The user was confused by the device's response
66,OIRA1B_4_TEXT,
66,OIRA2A,2
66,OIRA2B,The user was confused by the device's response
66,OIRA2B_4_TEXT,
66,OIRA3A,4
66,OIRA3B,The user was confused by the device's response
66,OIRA3B_4_TEXT,
66,OIRA4A,5
66,OIRA4B,The user was confused by the device's response
66,OIRA4B_4_TEXT,
66,OIRA5A,5
66,OIRA5B,The user was confused by the device's response
66,OIRA5B_4_TEXT,
66,OIRB1A,5
66,OIRB1B,The user was not able to hear the device
66,OIRB1B_4_TEXT,
66,OIRB2A,4
66,OIRB2B,The user was not able to hear the device
66,OIRB2B_4_TEXT,
66,OIRB3A,4
66,OIRB3B,The user did not understand the device
66,OIRB3B_4_TEXT,
66,OIRB4A,4
66,OIRB4B,The user was not able to hear the device
66,OIRB4B_4_TEXT,
66,OIRB5A,4
66,OIRB5B,The user was not able to hear the device
66,OIRB5B_4_TEXT,
66,RFCA1A,2
66,RFCA2A,4
66,RFCA3A,4
66,RFCA4A,5
66,RFCA5A,4
66,RFCB1A,2
66,RFCB2A,3
66,RFCB3A,2
66,RFCB4A,1
66,RFCB5A,2
66,RFCC1A,3
66,RFCC2A,2
66,RFCC3A,3
66,RFCC4A,4
66,RFCC5A,4
66,RFCD1A,3
66,RFCD2A,2
66,RFCD3A,4
66,RFCD4A,3
66,RFCD5A,2
66,FEEDBK,N.a
67,DEM1,Yes
67,DEM2,35-44 years old
67,ATTN,Yes
67,EXP1,Yes
67,EXP1A,Smarthub (Amazon Echo, Apple Homehub, Google Nest)
67,EXP1A_4_TEXT,NA
67,EXP2,No
67,EXP3,No
67,OIRA1A,4
67,OIRA1B,The user was not able to hear the device
67,OIRA1B_4_TEXT,
67,OIRA2A,5
67,OIRA2B,The user was not able to hear the device
67,OIRA2B_4_TEXT,
67,OIRA3A,4
67,OIRA3B,The user did not understand the device
67,OIRA3B_4_TEXT,
67,OIRA4A,4
67,OIRA4B,The user was not able to hear the device
67,OIRA4B_4_TEXT,
67,OIRA5A,4
67,OIRA5B,The user was not able to hear the device
67,OIRA5B_4_TEXT,
67,OIRB1A,4
67,OIRB1B,The user did not understand the device
67,OIRB1B_4_TEXT,
67,OIRB2A,4
67,OIRB2B,The user was not able to hear the device
67,OIRB2B_4_TEXT,
67,OIRB3A,4
67,OIRB3B,The user was not able to hear the device
67,OIRB3B_4_TEXT,
67,OIRB4A,4
67,OIRB4B,The user was not able to hear the device
67,OIRB4B_4_TEXT,
67,OIRB5A,4
67,OIRB5B,The user was not able to hear the device
67,OIRB5B_4_TEXT,
67,RFCA1A,5
67,RFCA2A,4
67,RFCA3A,5
67,RFCA4A,4
67,RFCA5A,5
67,RFCB1A,4
67,RFCB2A,4
67,RFCB3A,4
67,RFCB4A,3
67,RFCB5A,4
67,RFCC1A,4
67,RFCC2A,4
67,RFCC3A,4
67,RFCC4A,5
67,RFCC5A,4
67,RFCD1A,5
67,RFCD2A,3
67,RFCD3A,5
67,RFCD4A,4
67,RFCD5A,5
67,FEEDBK,
68,DEM1,Yes
68,DEM2,35-44 years old
68,ATTN,Yes
68,EXP1,Yes
68,EXP1A,Mobile phone
68,EXP1A_4_TEXT,NA
68,EXP2,Yes
68,EXP3,No
68,OIRA1A,2
68,OIRA1B,The user was confused by the device's response
68,OIRA1B_4_TEXT,
68,OIRA2A,2
68,OIRA2B,The user was not able to hear the device
68,OIRA2B_4_TEXT,
68,OIRA3A,2
68,OIRA3B,The user was confused by the device's response
68,OIRA3B_4_TEXT,
68,OIRA4A,4
68,OIRA4B,The user was not able to hear the device
68,OIRA4B_4_TEXT,
68,OIRA5A,2
68,OIRA5B,The user was not able to hear the device
68,OIRA5B_4_TEXT,
68,OIRB1A,2
68,OIRB1B,Other (if other, please describe):
68,OIRB1B_4_TEXT,The user wanted more information.
68,OIRB2A,5
68,OIRB2B,The user was not able to hear the device
68,OIRB2B_4_TEXT,
68,OIRB3A,4
68,OIRB3B,The user was not able to hear the device
68,OIRB3B_4_TEXT,
68,OIRB4A,2
68,OIRB4B,The user was confused by the device's response
68,OIRB4B_4_TEXT,
68,OIRB5A,2
68,OIRB5B,The user was not able to hear the device
68,OIRB5B_4_TEXT,
68,RFCA1A,4
68,RFCA2A,4
68,RFCA3A,4
68,RFCA4A,5
68,RFCA5A,3
68,RFCB1A,4
68,RFCB2A,3
68,RFCB3A,4
68,RFCB4A,3
68,RFCB5A,4
68,RFCC1A,4
68,RFCC2A,4
68,RFCC3A,4
68,RFCC4A,4
68,RFCC5A,4
68,RFCD1A,4
68,RFCD2A,3
68,RFCD3A,3
68,RFCD4A,4
68,RFCD5A,4
68,FEEDBK,none
69,DEM1,Yes
69,DEM2,45-54 years old
69,ATTN,Yes
69,EXP1,Yes
69,EXP1A,Smarthub (Amazon Echo, Apple Homehub, Google Nest)
69,EXP1A_4_TEXT,NA
69,EXP2,No
69,EXP3,Yes
69,OIRA1A,4
69,OIRA1B,The user was confused by the device's response
69,OIRA1B_4_TEXT,
69,OIRA2A,4
69,OIRA2B,The user was confused by the device's response
69,OIRA2B_4_TEXT,
69,OIRA3A,4
69,OIRA3B,The user was confused by the device's response
69,OIRA3B_4_TEXT,
69,OIRA4A,4
69,OIRA4B,The user was confused by the device's response
69,OIRA4B_4_TEXT,
69,OIRA5A,4
69,OIRA5B,The user was confused by the device's response
69,OIRA5B_4_TEXT,
69,OIRB1A,4
69,OIRB1B,The user was not able to hear the device
69,OIRB1B_4_TEXT,
69,OIRB2A,4
69,OIRB2B,The user was not able to hear the device
69,OIRB2B_4_TEXT,
69,OIRB3A,4
69,OIRB3B,The user was confused by the device's response
69,OIRB3B_4_TEXT,
69,OIRB4A,4
69,OIRB4B,The user was not able to hear the device
69,OIRB4B_4_TEXT,
69,OIRB5A,4
69,OIRB5B,The user was confused by the device's response
69,OIRB5B_4_TEXT,
69,RFCA1A,5
69,RFCA2A,5
69,RFCA3A,5
69,RFCA4A,5
69,RFCA5A,5
69,RFCB1A,4
69,RFCB2A,4
69,RFCB3A,4
69,RFCB4A,4
69,RFCB5A,4
69,RFCC1A,4
69,RFCC2A,4
69,RFCC3A,4
69,RFCC4A,4
69,RFCC5A,4
69,RFCD1A,4
69,RFCD2A,4
69,RFCD3A,4
69,RFCD4A,4
69,RFCD5A,4
69,FEEDBK,
70,DEM1,Yes
70,DEM2,25-34 years old
70,ATTN,Yes
70,EXP1,Yes
70,EXP1A,Mobile phone
70,EXP1A_4_TEXT,NA
70,EXP2,No
70,EXP3,Yes
70,OIRA1A,5
70,OIRA1B,The user was confused by the device's response
70,OIRA1B_4_TEXT,
70,OIRA2A,4
70,OIRA2B,The user did not understand the device
70,OIRA2B_4_TEXT,
70,OIRA3A,4
70,OIRA3B,The user was confused by the device's response
70,OIRA3B_4_TEXT,
70,OIRA4A,4
70,OIRA4B,The user was confused by the device's response
70,OIRA4B_4_TEXT,
70,OIRA5A,4
70,OIRA5B,The user did not understand the device
70,OIRA5B_4_TEXT,
70,OIRB1A,4
70,OIRB1B,The user did not understand the device
70,OIRB1B_4_TEXT,
70,OIRB2A,4
70,OIRB2B,The user was not able to hear the device
70,OIRB2B_4_TEXT,
70,OIRB3A,4
70,OIRB3B,The user was confused by the device's response
70,OIRB3B_4_TEXT,
70,OIRB4A,4
70,OIRB4B,The user was not able to hear the device
70,OIRB4B_4_TEXT,
70,OIRB5A,4
70,OIRB5B,The user did not understand the device
70,OIRB5B_4_TEXT,
70,RFCA1A,5
70,RFCA2A,4
70,RFCA3A,5
70,RFCA4A,5
70,RFCA5A,5
70,RFCB1A,2
70,RFCB2A,4
70,RFCB3A,2
70,RFCB4A,4
70,RFCB5A,2
70,RFCC1A,4
70,RFCC2A,3
70,RFCC3A,4
70,RFCC4A,5
70,RFCC5A,1
70,RFCD1A,3
70,RFCD2A,4
70,RFCD3A,3
70,RFCD4A,2
70,RFCD5A,2
70,FEEDBK,
71,DEM1,Yes
71,DEM2,25-34 years old
71,ATTN,Yes
71,EXP1,Yes
71,EXP1A,Mobile phone
71,EXP1A_4_TEXT,NA
71,EXP2,No
71,EXP3,Yes
71,OIRA1A,4
71,OIRA1B,The user was not able to hear the device
71,OIRA1B_4_TEXT,
71,OIRA2A,4
71,OIRA2B,The user was confused by the device's response
71,OIRA2B_4_TEXT,
71,OIRA3A,4
71,OIRA3B,The user did not understand the device
71,OIRA3B_4_TEXT,
71,OIRA4A,4
71,OIRA4B,The user was not able to hear the device
71,OIRA4B_4_TEXT,
71,OIRA5A,4
71,OIRA5B,The user was not able to hear the device
71,OIRA5B_4_TEXT,
71,OIRB1A,4
71,OIRB1B,The user was not able to hear the device
71,OIRB1B_4_TEXT,
71,OIRB2A,4
71,OIRB2B,The user was confused by the device's response
71,OIRB2B_4_TEXT,
71,OIRB3A,4
71,OIRB3B,The user was confused by the device's response
71,OIRB3B_4_TEXT,
71,OIRB4A,4
71,OIRB4B,The user was not able to hear the device
71,OIRB4B_4_TEXT,
71,OIRB5A,4
71,OIRB5B,The user was not able to hear the device
71,OIRB5B_4_TEXT,
71,RFCA1A,2
71,RFCA2A,4
71,RFCA3A,5
71,RFCA4A,5
71,RFCA5A,5
71,RFCB1A,2
71,RFCB2A,4
71,RFCB3A,2
71,RFCB4A,2
71,RFCB5A,3
71,RFCC1A,1
71,RFCC2A,2
71,RFCC3A,4
71,RFCC4A,4
71,RFCC5A,4
71,RFCD1A,1
71,RFCD2A,1
71,RFCD3A,5
71,RFCD4A,2
71,RFCD5A,2
71,FEEDBK, Easy to understand
72,DEM1,Yes
72,DEM2,45-54 years old
72,ATTN,Yes
